PersoonID	Naam	Voornamen	Tussenvoegsels	Achternaam	LP_PersoonURL	LP_PersoonArchiefURL	ArchiefURLStatusCheck-17122019		Geboortedatum	Geboorteplaats	Sterfdatum	Sterfplaats
407	Stasia Cramer	Stasia	 	Cramer	https://www.literatuurplein.nl/detail/persoon/stasia-cramer/407	http://web.archive.org/web/20191129170444/https://www.literatuurplein.nl/detail/persoon/stasia-cramer/407	200	Klik				
411	Hans Borrebach	Hans		Borrebach	https://www.literatuurplein.nl/persdetail?persId=411	http://web.archive.org/web/20191203191807/https://www.literatuurplein.nl/persdetail?persId=411	200	Klik	05-05-1903	Den Haag	15-02-1991	Den Haag
417	Henk Van Kerkwijk	Henk	van	Kerkwijk	https://www.literatuurplein.nl/persdetail?persId=417	http://web.archive.org/web/20191203191823/https://www.literatuurplein.nl/persdetail?persId=417	200	Klik	28-05-1940	Amsterdam		
419	Yvonne Keuls	Yvonne		Keuls	https://www.literatuurplein.nl/persdetail?persId=419	http://web.archive.org/web/20191203191840/https://www.literatuurplein.nl/persdetail?persId=419	200	Klik	17-12-1931	Batavia		
424	Cor Ria Leeman	Cor Ria		Leeman	https://www.literatuurplein.nl/persdetail?persId=424	http://web.archive.org/web/20191203191857/https://www.literatuurplein.nl/persdetail?persId=424	200	Klik	30-04-1919	Rijsbergen	13-07-1991	Lier
429	Dolf De Vries	Dolf	de	Vries	https://www.literatuurplein.nl/persdetail?persId=429	http://web.archive.org/web/20191203191914/https://www.literatuurplein.nl/persdetail?persId=429	200	Klik	11-07-1937	Den Haag		
440	Jacques Klöters	Jacques		Klöters	https://www.literatuurplein.nl/persdetail?persId=440	http://web.archive.org/web/20191203191931/https://www.literatuurplein.nl/persdetail?persId=440	200	Klik	16-07-1946	Amsterdam		
448	Henk Figee	Henk		Figee	https://www.literatuurplein.nl/persdetail?persId=448	http://web.archive.org/web/20191203191951/https://www.literatuurplein.nl/persdetail?persId=448	200	Klik	29-02-1948		17-09-1994	
456	Jacques Le Goff	Jacques		Le Goff	https://www.literatuurplein.nl/persdetail?persId=456	http://web.archive.org/web/20191203192007/https://www.literatuurplein.nl/persdetail?persId=456	200	Klik	01-01-1924	Toulon	01-04-2014	Parijs
460	Maj Sjöwall	Maj		Sjöwall	https://www.literatuurplein.nl/persdetail?persId=460	http://web.archive.org/web/20191203192024/https://www.literatuurplein.nl/persdetail?persId=460	200	Klik	25-09-1935	Stockholm		
473	Max Velthuijs	Max		Velthuijs	https://www.literatuurplein.nl/persdetail?persId=473	http://web.archive.org/web/20191203192040/https://www.literatuurplein.nl/persdetail?persId=473	200	Klik	22-05-1923	Den Haag	25-01-2005	Den Haag
474	Truus Van De Waarsenburg	Truus	van de	Waarsenburg	https://www.literatuurplein.nl/persdetail?persId=474	http://web.archive.org/web/20191203192057/https://www.literatuurplein.nl/persdetail?persId=474	200	Klik	31-01-1943	Helmond		
475	Magda Van Tilburg	Magda	van	Tilburg	https://www.literatuurplein.nl/persdetail?persId=475	http://web.archive.org/web/20191203192114/https://www.literatuurplein.nl/persdetail?persId=475	200	Klik	26-06-1954	Amsterdam		
476	Leonie Kooiker	Leonie		Kooiker	https://www.literatuurplein.nl/persdetail?persId=476	http://web.archive.org/web/20191203192130/https://www.literatuurplein.nl/persdetail?persId=476	200	Klik	20-10-1927	Markelo		
479	Joe Simpson	Joe		Simpson	https://www.literatuurplein.nl/persdetail?persId=479	http://web.archive.org/web/20191203192147/https://www.literatuurplein.nl/persdetail?persId=479	200	Klik	13-08-1960			
484	Maria Van Eeden	Maria	van	Eeden	https://www.literatuurplein.nl/persdetail?persId=484	http://web.archive.org/web/20191203192204/https://www.literatuurplein.nl/persdetail?persId=484	200	Klik	29-03-1945	Hilversum		
488	Lieneke Dijkzeul	Lieneke		Dijkzeul	https://www.literatuurplein.nl/persdetail?persId=488	http://web.archive.org/web/20191203192220/https://www.literatuurplein.nl/persdetail?persId=488	200	Klik	07-03-1950	Sneek		
493	Liselore Gerritsen	Liselore		Gerritsen	https://www.literatuurplein.nl/persdetail?persId=493	http://web.archive.org/web/20191203192237/https://www.literatuurplein.nl/persdetail?persId=493	200	Klik	14-10-1937	Wichmond		
499	Hans Hagen	Hans		Hagen	https://www.literatuurplein.nl/persdetail?persId=499	http://web.archive.org/web/20191203192253/https://www.literatuurplein.nl/persdetail?persId=499	200	Klik	10-09-1955	's-Graveland		
500	Harrie Geelen	Harrie		Geelen	https://www.literatuurplein.nl/persdetail?persId=500	http://web.archive.org/web/20191203192310/https://www.literatuurplein.nl/persdetail?persId=500	200	Klik	10-01-1939	Heerlen		
501	Imme Dros	Imme		Dros	https://www.literatuurplein.nl/persdetail?persId=501	http://web.archive.org/web/20191203192327/https://www.literatuurplein.nl/persdetail?persId=501	200	Klik	26-09-1936	Oudeschild		
503	Virginia Andrews	Virginia	 	Andrews	https://www.literatuurplein.nl/detail/persoon/virginia-andrews/503	http://web.archive.org/web/20191129172316/https://www.literatuurplein.nl/detail/persoon/virginia-andrews/503	200	Klik				
505	Ingrid Godon	Ingrid		Godon	https://www.literatuurplein.nl/persdetail?persId=505	http://web.archive.org/web/20191203192344/https://www.literatuurplein.nl/persdetail?persId=505	200	Klik	29-08-1958	Wilrijk		
513	C. Joh. Kieviet	C. Joh.		Kieviet	https://www.literatuurplein.nl/persdetail?persId=513	http://web.archive.org/web/20191203192401/https://www.literatuurplein.nl/persdetail?persId=513	200	Klik	08-03-1858	Hoofddorp	12-08-1931	Wassenaar
514	Nannie Kuiper	Nannie		Kuiper	https://www.literatuurplein.nl/persdetail?persId=514	http://web.archive.org/web/20191203192418/https://www.literatuurplein.nl/persdetail?persId=514	200	Klik	21-04-1939			
518	Sjoerd Kuyper	Sjoerd		Kuyper	https://www.literatuurplein.nl/persdetail?persId=518	http://web.archive.org/web/20191203192435/https://www.literatuurplein.nl/persdetail?persId=518	200	Klik	06-03-1952	Amsterdam		
519	Ton Van Der Stap	Ton	van der	Stap	https://www.literatuurplein.nl/persdetail?persId=519	http://web.archive.org/web/20191203192454/https://www.literatuurplein.nl/persdetail?persId=519	200	Klik	25-11-1934	Den Haag	08-05-2009	Groningen
523	Klaas Verplancke	Klaas		Verplancke	https://www.literatuurplein.nl/persdetail?persId=523	http://web.archive.org/web/20191203192510/https://www.literatuurplein.nl/persdetail?persId=523	200	Klik	21-06-1964	Zwevegem		
524	Agnes Verboven	Agnes		Verboven	https://www.literatuurplein.nl/persdetail?persId=524	http://web.archive.org/web/20191203192527/https://www.literatuurplein.nl/persdetail?persId=524	200	Klik	08-08-1951	Paal		
530	Betty Sluyzer	Betty		Sluyzer	https://www.literatuurplein.nl/persdetail?persId=530	http://web.archive.org/web/20191203192544/https://www.literatuurplein.nl/persdetail?persId=530	200	Klik	12-07-1953	Amsterdam		
531	Anky Spoelstra	Anky		Spoelstra	https://www.literatuurplein.nl/persdetail?persId=531	http://web.archive.org/web/20191203192602/https://www.literatuurplein.nl/persdetail?persId=531	200	Klik	03-09-1959			
543	Anna Enquist	Anna		Enquist	https://www.literatuurplein.nl/persdetail?persId=543	http://web.archive.org/web/20191203192619/https://www.literatuurplein.nl/persdetail?persId=543	200	Klik	19-07-1945	Amsterdam		
544	Maurice Sendak	Maurice		Sendak	https://www.literatuurplein.nl/persdetail?persId=544	http://web.archive.org/web/20191203192635/https://www.literatuurplein.nl/persdetail?persId=544	200	Klik	10-06-1928	Brooklyn	08-05-2012	Danbury
545	Else Holmelund Minarik	Else Holmelund		Minarik	https://www.literatuurplein.nl/persdetail?persId=545	http://web.archive.org/web/20191203192651/https://www.literatuurplein.nl/persdetail?persId=545	200	Klik	13-09-1920	Denemarken	12-07-2012	North Carolina
546	Milan Kundera	Milan		Kundera	https://www.literatuurplein.nl/persdetail?persId=546	http://web.archive.org/web/20191203192708/https://www.literatuurplein.nl/persdetail?persId=546	200	Klik	01-04-1929	Brno		
555	Christine Kliphuis	Christine		Kliphuis	https://www.literatuurplein.nl/persdetail?persId=555	http://web.archive.org/web/20191203192724/https://www.literatuurplein.nl/persdetail?persId=555	200	Klik	19-09-1957	Enschede		
560	Henny Thijssing-Boer	Henny		Thijssing-Boer	https://www.literatuurplein.nl/persdetail?persId=560	http://web.archive.org/web/20191203192740/https://www.literatuurplein.nl/persdetail?persId=560	200	Klik	07-02-1933	Sint-Annen	24-05-2011	Winschoten
561	Kathleen Woodiwiss	Kathleen		Woodiwiss	https://www.literatuurplein.nl/persdetail?persId=561	http://web.archive.org/web/20191203192758/https://www.literatuurplein.nl/persdetail?persId=561	200	Klik	03-06-1939	Alexandra	06-07-2007	Princeton
564	Walt Disney	Walt		Disney	https://www.literatuurplein.nl/persdetail?persId=564	http://web.archive.org/web/20191203192814/https://www.literatuurplein.nl/persdetail?persId=564	200	Klik	05-12-1901	Chicago	15-12-1966	Los Angeles
570	Harry Mulisch	Harry		Mulisch	https://www.literatuurplein.nl/persdetail?persId=570	http://web.archive.org/web/20191203192833/https://www.literatuurplein.nl/persdetail?persId=570	200	Klik	29-07-1927	Haarlem	30-10-2010	Amsterdam
581	Sophie Ramondt	Sophie		Ramondt	https://www.literatuurplein.nl/persdetail?persId=581	http://web.archive.org/web/20191203192852/https://www.literatuurplein.nl/persdetail?persId=581	200	Klik	15-06-1900	Breda		
582	H.M. Kuitert	H.M.		Kuitert	https://www.literatuurplein.nl/persdetail?persId=582	http://web.archive.org/web/20191203192908/https://www.literatuurplein.nl/persdetail?persId=582	200	Klik	11-11-1924	Drachten		
585	Margriet Heymans	Margriet		Heymans	https://www.literatuurplein.nl/persdetail?persId=585	http://web.archive.org/web/20191203192924/https://www.literatuurplein.nl/persdetail?persId=585	200	Klik	29-10-1932	Den Bosch		
586	Ienne Biemans	Ienne		Biemans	https://www.literatuurplein.nl/persdetail?persId=586	http://web.archive.org/web/20191203192940/https://www.literatuurplein.nl/persdetail?persId=586	200	Klik	15-08-1944	Heythuysen		
587	Veronica Hazelhoff	Veronica		Hazelhoff	https://www.literatuurplein.nl/persdetail?persId=587	http://web.archive.org/web/20191203192957/https://www.literatuurplein.nl/persdetail?persId=587	200	Klik	22-02-1947	Groenekan	01-07-2009	Utrecht
588	Georgien Overwater	Georgien		Overwater	https://www.literatuurplein.nl/persdetail?persId=588	http://web.archive.org/web/20191203193014/https://www.literatuurplein.nl/persdetail?persId=588	200	Klik	10-11-1958	Gorinchem		
590	Alistair Maclean	Alistair	 	Maclean	https://www.literatuurplein.nl/detail/persoon/alistair-maclean/590	http://web.archive.org/web/20191129115701/https://www.literatuurplein.nl/detail/persoon/alistair-maclean/590	200	Klik				
601	Lisette Lewin	Lisette		Lewin	https://www.literatuurplein.nl/persdetail?persId=601	http://web.archive.org/web/20191203193031/https://www.literatuurplein.nl/persdetail?persId=601	200	Klik	14-08-1939	Den Haag		
607	Nel Benschop	Nel		Benschop	https://www.literatuurplein.nl/persdetail?persId=607	http://web.archive.org/web/20191203193047/https://www.literatuurplein.nl/persdetail?persId=607	200	Klik	16-01-1918	Den Haag	31-01-2005	Arnhem
608	Ronald Giphart	Ronald		Giphart	https://www.literatuurplein.nl/persdetail?persId=608	http://web.archive.org/web/20191203193103/https://www.literatuurplein.nl/persdetail?persId=608	200	Klik	17-12-1965	Dordrecht		
609	Mies Bouhuys	Mies		Bouhuys	https://www.literatuurplein.nl/persdetail?persId=609	http://web.archive.org/web/20191203193120/https://www.literatuurplein.nl/persdetail?persId=609	200	Klik	10-01-1927	Weesp	30-06-2008	Amsterdam
613	Henk Van Der Winden	Henk	van der	Winden	https://www.literatuurplein.nl/persdetail?persId=613	http://web.archive.org/web/20191203193137/https://www.literatuurplein.nl/persdetail?persId=613	200	Klik	26-01-1945	Delfzijl		
616	Danny Juchtmans	Danny		Juchtmans	https://www.literatuurplein.nl/persdetail?persId=616	http://web.archive.org/web/20191203193153/https://www.literatuurplein.nl/persdetail?persId=616	200	Klik	01-06-1964			
617	Fred De Heij	Fred	de	Heij	https://www.literatuurplein.nl/persdetail?persId=617	http://web.archive.org/web/20191203193210/https://www.literatuurplein.nl/persdetail?persId=617	200	Klik	21-02-1960	Amsterdam		
619	Kristien Aertssen	Kristien		Aertssen	https://www.literatuurplein.nl/persdetail?persId=619	http://web.archive.org/web/20191203193226/https://www.literatuurplein.nl/persdetail?persId=619	200	Klik	05-03-1953	Antwerpen		
621	Erik Van Os	Erik	van	Os	https://www.literatuurplein.nl/persdetail?persId=621	http://web.archive.org/web/20191203193243/https://www.literatuurplein.nl/persdetail?persId=621	200	Klik	08-12-1963	Berkel-Enschot		
623	Maya Angelou	Maya		Angelou	https://www.literatuurplein.nl/persdetail?persId=623	http://web.archive.org/web/20191203193300/https://www.literatuurplein.nl/persdetail?persId=623	200	Klik	04-04-1928	St. Louis	28-05-2014	Winston-Salem
624	Ida Vos	Ida		Vos	https://www.literatuurplein.nl/persdetail?persId=624	http://web.archive.org/web/20191203193316/https://www.literatuurplein.nl/persdetail?persId=624	200	Klik	13-12-1931	Groningen	03-04-2006	Amstelveen
635	Ida Gerhardt	Ida		Gerhardt	https://www.literatuurplein.nl/persdetail?persId=635	http://web.archive.org/web/20191203193333/https://www.literatuurplein.nl/persdetail?persId=635	200	Klik	11-05-1905	Gorinchem	15-08-1997	Warnsveld
636	Jackie Collins	Jackie		Collins	https://www.literatuurplein.nl/persdetail?persId=636	http://web.archive.org/web/20191203193349/https://www.literatuurplein.nl/persdetail?persId=636	200	Klik	04-10-1937	Londen	19-09-2015	Beverly Hills
638	Jean Pierre Rawie	Jean Pierre		Rawie	https://www.literatuurplein.nl/persdetail?persId=638	http://web.archive.org/web/20191203193405/https://www.literatuurplein.nl/persdetail?persId=638	200	Klik	20-04-1951	Scheveningen		
650	Laurence Anholt	Laurence		Anholt	https://www.literatuurplein.nl/persdetail?persId=650	http://web.archive.org/web/20191203193422/https://www.literatuurplein.nl/persdetail?persId=650	200	Klik	04-08-1959	Londen		
652	Wiebe Andringa	Wiebe	 	Andringa	https://www.literatuurplein.nl/detail/persoon/wiebe-andringa/652	http://web.archive.org/web/20191129172620/https://www.literatuurplein.nl/detail/persoon/wiebe-andringa/652	200	Klik				
659	Anthony Horowitz	Anthony		Horowitz	https://www.literatuurplein.nl/persdetail?persId=659	http://web.archive.org/web/20191203193438/https://www.literatuurplein.nl/persdetail?persId=659	200	Klik	05-04-1955	Londen		
663	Marion Van De Coolwijk	Marion	van de	Coolwijk	https://www.literatuurplein.nl/persdetail?persId=663	http://web.archive.org/web/20191203193455/https://www.literatuurplein.nl/persdetail?persId=663	200	Klik	07-05-1959	Amsterdam		
665	Catharina Visser	Catharina	 	Visser	https://www.literatuurplein.nl/detail/persoon/catharina-visser/665	http://web.archive.org/web/20191129122922/https://www.literatuurplein.nl/detail/persoon/catharina-visser/665	200	Klik				
675	Sylvia Weve	Sylvia		Weve	https://www.literatuurplein.nl/persdetail?persId=675	http://web.archive.org/web/20191203193512/https://www.literatuurplein.nl/persdetail?persId=675	200	Klik	28-05-1954	Utrecht		
676	Christel Jansen	Christel		Jansen	https://www.literatuurplein.nl/persdetail?persId=676	http://web.archive.org/web/20191203193529/https://www.literatuurplein.nl/persdetail?persId=676	200	Klik	20-12-1961	Haarlem		
677	Bernlef			Bernlef	https://www.literatuurplein.nl/persdetail?persId=677	http://web.archive.org/web/20191203193545/https://www.literatuurplein.nl/persdetail?persId=677	200	Klik	14-01-1937	Sint Pancras	29-10-2012	Amsterdam
678	C.S. Lewis	C.S.		Lewis	https://www.literatuurplein.nl/persdetail?persId=678	http://web.archive.org/web/20191203193602/https://www.literatuurplein.nl/persdetail?persId=678	200	Klik	29-11-1898	Belfast	22-11-1963	Oxford
689	Annemie Heymans	Annemie		Heymans	https://www.literatuurplein.nl/persdetail?persId=689	http://web.archive.org/web/20191203193619/https://www.literatuurplein.nl/persdetail?persId=689	200	Klik	09-02-1935	Den Bosch	21-08-2008	Amsterdam
690	Bart Moeyaert	Bart		Moeyaert	https://www.literatuurplein.nl/persdetail?persId=690	http://web.archive.org/web/20191203193635/https://www.literatuurplein.nl/persdetail?persId=690	200	Klik	09-06-1964	Brugge		
691	Loes Orsel	Loes		Orsel	https://www.literatuurplein.nl/persdetail?persId=691	http://web.archive.org/web/20191203193652/https://www.literatuurplein.nl/persdetail?persId=691	200	Klik	14-07-1955	Ede	17-09-2012	
692	Elisabeth Marain	Elisabeth		Marain	https://www.literatuurplein.nl/persdetail?persId=692	http://web.archive.org/web/20191203193708/https://www.literatuurplein.nl/persdetail?persId=692	200	Klik	24-05-1943	Brugge		
695	Wouter Klootwijk	Wouter		Klootwijk	https://www.literatuurplein.nl/persdetail?persId=695	http://web.archive.org/web/20191203193724/https://www.literatuurplein.nl/persdetail?persId=695	200	Klik	09-08-1945	Rhenen		
696	Dolf Verroen	Dolf		Verroen	https://www.literatuurplein.nl/persdetail?persId=696	http://web.archive.org/web/20191203193741/https://www.literatuurplein.nl/persdetail?persId=696	200	Klik	20-11-1928	Delft		
697	Toon Tellegen	Toon		Tellegen	https://www.literatuurplein.nl/persdetail?persId=697	http://web.archive.org/web/20191203193759/https://www.literatuurplein.nl/persdetail?persId=697	200	Klik	18-11-1941	Brielle		
699	A.C. Baantjer	A.C.		Baantjer	https://www.literatuurplein.nl/persdetail?persId=699	http://web.archive.org/web/20191203193816/https://www.literatuurplein.nl/persdetail?persId=699	200	Klik	16-09-1923	Urk	29-08-2010	Alkmaar
700	Carol Voges	Carol		Voges	https://www.literatuurplein.nl/persdetail?persId=700	http://web.archive.org/web/20191203193835/https://www.literatuurplein.nl/persdetail?persId=700	200	Klik	19-06-1925	Amsterdam	09-01-2001	Laren
701	Henri Arnoldus	Henri		Arnoldus	https://www.literatuurplein.nl/persdetail?persId=701	http://web.archive.org/web/20191203193858/https://www.literatuurplein.nl/persdetail?persId=701	200	Klik	22-02-1919	Middelburg	19-12-2002	Middelburg
702	Annet Schaap	Annet	 	Schaap	https://www.literatuurplein.nl/detail/persoon/annet-schaap/702	http://web.archive.org/web/20191129120701/https://www.literatuurplein.nl/detail/persoon/annet-schaap/702	200	Klik				
704	Aster Berkhof	Aster		Berkhof	https://www.literatuurplein.nl/persdetail?persId=704	http://web.archive.org/web/20191203193915/https://www.literatuurplein.nl/persdetail?persId=704	200	Klik	18-06-1920	Rijkevorsel		
707	Ed Franck	Ed		Franck	https://www.literatuurplein.nl/persdetail?persId=707	http://web.archive.org/web/20191203193935/https://www.literatuurplein.nl/persdetail?persId=707	200	Klik	27-07-1941	Beringen		
711	Hanco Kolk	Hanco		Kolk	https://www.literatuurplein.nl/persdetail?persId=711	http://web.archive.org/web/20191203193952/https://www.literatuurplein.nl/persdetail?persId=711	200	Klik	11-03-1957	Den Helder		
715	Ad Van Gils	Ad	van	Gils	https://www.literatuurplein.nl/persdetail?persId=715	http://web.archive.org/web/20191203194008/https://www.literatuurplein.nl/persdetail?persId=715	200	Klik	29-03-1931	Tilburg	01-10-2010	Geldrop
720	Inge Neeleman	Inge	 	Neeleman	https://www.literatuurplein.nl/detail/persoon/inge-neeleman/720	http://web.archive.org/web/20191129135019/https://www.literatuurplein.nl/detail/persoon/inge-neeleman/720	200	Klik				
728	Cok Grashoff	Cok		Grashoff	https://www.literatuurplein.nl/persdetail?persId=728	http://web.archive.org/web/20191203194025/https://www.literatuurplein.nl/persdetail?persId=728	200	Klik	05-01-1928	Rotterdam	11-03-2004	
729	W. J. Ouweneel	W. J.		Ouweneel	https://www.literatuurplein.nl/persdetail?persId=729	http://web.archive.org/web/20191203194041/https://www.literatuurplein.nl/persdetail?persId=729	200	Klik	1944			
733	Elisabeth Mollema	Elisabeth		Mollema	https://www.literatuurplein.nl/persdetail?persId=733	http://web.archive.org/web/20191203194058/https://www.literatuurplein.nl/persdetail?persId=733	200	Klik	20-09-1949	Amsterdam		
737	Boudewijn Büch	Boudewijn		Büch	https://www.literatuurplein.nl/persdetail?persId=737	http://web.archive.org/web/20191203194114/https://www.literatuurplein.nl/persdetail?persId=737	200	Klik	14-12-1948	Den Haag	23-11-2002	Amsterdam
739	Willy Vandersteen	Willy		Vandersteen	https://www.literatuurplein.nl/persdetail?persId=739	http://web.archive.org/web/20191203194131/https://www.literatuurplein.nl/persdetail?persId=739	200	Klik	15-02-1913	Antwerpen	28-08-1990	Edegem
740	Paul Geerts	Paul		Geerts	https://www.literatuurplein.nl/persdetail?persId=740	http://web.archive.org/web/20191203194156/https://www.literatuurplein.nl/persdetail?persId=740	200	Klik	16-05-1937	Turnhout		
751	Donna Tartt	Donna		Tartt	https://www.literatuurplein.nl/persdetail?persId=751	http://web.archive.org/web/20191203194213/https://www.literatuurplein.nl/persdetail?persId=751	200	Klik	23-12-1963	Greenwood		
754	Rob Van Eeden	Rob	van	Eeden	https://www.literatuurplein.nl/persdetail?persId=754	http://web.archive.org/web/20191203194229/https://www.literatuurplein.nl/persdetail?persId=754	200	Klik	19-08-1946	Den Haag		
760	Paul Rooyackers	Paul	 	Rooyackers	https://www.literatuurplein.nl/detail/persoon/paul-rooyackers/760	http://web.archive.org/web/20191129162509/https://www.literatuurplein.nl/detail/persoon/paul-rooyackers/760	200	Klik				
765	Tom Eekman	Tom		Eekman	https://www.literatuurplein.nl/persdetail?persId=765	http://web.archive.org/web/20191203194246/https://www.literatuurplein.nl/persdetail?persId=765	200	Klik	20-05-1923	Middelharnis	09-06-2012	Laren
766	Richard Scarry	Richard		Scarry	https://www.literatuurplein.nl/persdetail?persId=766	http://web.archive.org/web/20191203194302/https://www.literatuurplein.nl/persdetail?persId=766	200	Klik	05-06-1919	Boston	30-04-1994	Gstaad
